"","w","n_imperv","n_perv","s_imperv","s_perv","k_sat","per_routed","cmelt","Tb","A1","B1"
"1492",929.10538520664,0.157,0.153,4.529,5.562,6.982,39.7,3.99,-2.211,0.00876,1.853
"1493",813.525763573125,0.194,0.173,1.982,2.897,3.428,21.2,3.076,-1.77,0.00866,1.429
"1494",1381.05059508234,0.02,0.085,3.934,0.278,0.708,61.1,0.136,2.954,0.00923,2.533
"1495",842.068054247648,0.102,0.092,8.802,2.914,6.079,96.6,1.226,0.306,0.00404,1.418
"1496",1383.29413929023,0.102,0.075,5.142,0.663,3.457,62.2,2.779,0.926,0.00764,2.373
"1497",622.209562920034,0.166,0.15,1.702,1.087,3.189,72.9,0.105,-0.875,0.00755,2.289
"1498",1022.20057300292,0.066,0.063,5.448,0.933,8.572,73.7,0.272,-0.01,0.00278,1.324
"1499",1175.39507290348,0.063,0.196,0.032,8.621,9.447,38.9,0.133,-0.955,0.00106,2.318
"1500",632.285156520084,0.043,0.127,2.723,6.541,8.122,18.3,3.543,2.912,0.0025,2.051
"1501",1011.50096743368,0.122,0.038,1.806,6.865,3.308,2.6,0.567,-2.508,0.00634,2.876
"1502",1474.12130748853,0.023,0.198,2.531,9.921,5.596,35.6,0.688,0.743,0.0073,1.148
"1503",1411.37097636238,0.193,0.152,9.409,9.879,0.096,78.8,0.765,2.626,0.00629,2.948
"1504",1351.88971366733,0.156,0.108,6.296,3.327,7.301,35.4,2.319,2.502,0.00097,2.838
"1505",1350.10305349715,0.104,0.076,9.857,5.154,5.649,65,0.17,0.731,0.00156,2.716
"1506",1019.56412149593,0.126,0.019,0.257,3.652,2.16,56.4,2.032,-2.364,0.00781,2.664
"1507",688.426945125684,0.093,0.182,7.793,2.131,1.374,6.9,3.597,1.41,0.00303,1.561
"1508",1130.57116605341,0.107,0.119,8.839,2.098,4.392,43.9,0.029,0.509,0.00083,1.101
"1509",874.098177533597,0.111,0.118,9.384,9.088,5.935,47.2,3.629,2.156,0.00629,2.229
"1510",1372.6876846049,0.173,0.078,1.942,4.451,1.42,92.3,2.71,-0.762,0.00446,2.429
"1511",1422.61076229624,0.133,0.198,3.036,8.363,7.249,27.4,0.582,1.947,0.00647,1.514
"1512",982.18548996374,0.157,0.155,6.036,7.282,9.341,95.2,2.264,-0.282,0.00387,1.233
"1513",1366.23379867524,0.121,0.058,4.54,6.47,9.356,21.1,1.914,2.231,0.00091,1.341
"1514",967.078548390418,0.183,0.17,7.582,8.786,0.597,28.1,0.437,1.595,0.001,2.875
"1515",655.955733498558,0.053,0.04,6.295,7.817,5.435,36.3,2.784,2.553,0.00565,1.678
"1516",1322.09154125303,0.106,0.126,9.632,5.592,6.317,55.7,0.287,-0.22,0.00909,2.483
"1517",1325.19289129414,0.11,0.186,4.85,0.827,4.985,27.1,3.723,-1.976,0.00848,1.251
"1518",1258.33990913816,0.075,0.167,8.293,6.385,7.706,65.3,1.188,-2.213,0.00287,2.054
"1519",1004.57051512785,0.048,0.112,7.918,5.903,3.628,70.7,3.185,2.249,0.00589,2.079
"1520",1379.46093711071,0.058,0.178,7.012,6.968,3.121,10.3,2.326,0.127,0.0026,1.043
"1521",983.949297806248,0.122,0.059,1.782,6.634,2.076,37.5,3.408,-2.752,0.00693,2.484
"1522",814.938890514895,0.078,0.042,8.597,5.77,2.206,27,0.811,-2.025,0.00464,2.14
"1523",1230.80684687011,0.118,0.099,8.688,6.243,5.24,87.1,0.761,0.578,0.00563,2.614
"1524",807.730375789106,0.168,0.013,1.993,9.589,0.249,32.8,2.032,1.47,0.00729,2
"1525",748.32043517381,0.019,0.083,8.968,6.766,7.56,3.1,3.578,2.089,0.00627,1.664
"1526",1492.55213350989,0.193,0.132,4.984,9.912,4.564,52.7,2.215,-2.106,0.0062,2.161
"1527",1167.08553861827,0.05,0.033,1.273,9.104,7.688,72.9,2.705,0.232,0.00143,1.727
"1528",1059.5043504145,0.068,0.024,5.586,0.188,7.795,45.7,1.972,-2.682,0.00615,2.354
"1529",806.212712544948,0.05,0.193,5.244,6.631,6.469,56.3,2.359,1.018,0.00966,1.686
"1530",916.801560670137,0.02,0.154,1.174,8.305,6.3,48.4,1.988,-2.682,0.00655,1.321
"1531",1162.73092478514,0.188,0.012,5.159,2.56,9.719,34.6,2.355,-0.489,0.00619,2.273
"1532",1254.65185637586,0.057,0.124,8.779,8.312,9.341,60,0.144,0.03,0.00333,1.638
"1533",1251.52630195953,0.021,0.169,6.904,1.408,3.04,33.6,3.378,1.709,0.00207,1.725
"1534",1108.22464106604,0.172,0.13,7.341,9.932,9.922,93,1.774,2.104,0.00691,2.946
"1535",1221.55527211726,0.145,0.014,3.27,3.144,3.052,66.4,3.784,1.476,0.0016,2.966
"1536",1466.51662723161,0.015,0.176,3.33,2.797,5.436,21.4,2.035,2.653,0.00285,1.506
"1537",911.580527899787,0.126,0.031,0.873,1.554,0.329,94.5,0.146,-2.577,0.00699,1.553
"1538",547.670142259449,0.154,0.051,1.424,6.023,2.895,65,2.85,2.967,0.00837,1.184
"1539",931.625388562679,0.168,0.043,6.05,3.51,8.787,95.9,1.913,-2.265,0.00117,2.065
"1540",1332.917669788,0.15,0.118,6.913,5.34,9.354,64,3.512,2.005,0.00025,2.57
"1541",924.568286165595,0.037,0.173,8.608,8.575,3.156,2.7,1.117,0.056,0.0091,1.183
"1542",1433.60348045826,0.129,0.074,0.879,2.507,1.2,60.2,3.292,2.407,0.009,1.133
"1543",1048.74804033898,0.098,0.139,1.003,0.707,6.93,93.7,3.044,-0.092,0.00765,2.11
"1544",1408.64551649429,0.025,0.032,3.5,9.882,0.588,13,2.206,0.273,0.00865,1.656
"1545",1008.55232053436,0.176,0.027,2.478,5.339,5.622,2.9,0.63,0.947,0.00281,2.649
"1546",565.241347998381,0.029,0.041,5.296,4.659,7.378,90.7,2.513,-1.193,0.00999,2.863
"1547",910.744764143601,0.092,0.19,4.067,8.891,9.721,72.6,1.774,0.855,0.00105,1.67
"1548",1302.02855379321,0.105,0.074,0.847,4.536,9.025,56.4,1.687,1.771,0.00517,1.554
"1549",1216.92121797241,0.101,0.06,9.405,1.782,3.078,39.9,0.462,1.896,0.00039,2.974
"1550",1411.56343533657,0.062,0.134,1.053,9.01,4.078,98.1,1.093,-0.052,0.00476,2.541
"1551",967.735050246119,0.069,0.108,6.782,1.866,7.379,94.5,0.367,0.081,0.00897,2.109
"1552",586.299394024536,0.135,0.197,3.818,7.753,7.569,54.3,2.586,-0.876,0.00385,2.697
"1553",1065.93922525644,0.08,0.178,6.456,7.328,6.938,28.8,3.242,-1.177,0.00326,1.28
"1554",528.421250870451,0.142,0.108,0.842,9.014,4.959,89.4,3.35,0.556,0.00967,2.241
"1555",513.088739477098,0.046,0.067,8.996,7.985,3.94,4.5,1.134,-1.378,0.00952,1.994
"1556",1134.17422003113,0.079,0.134,1.585,3.705,1.658,53.3,1.05,-2.399,0.00471,1.561
"1557",739.774835994467,0.044,0.136,7.292,0.358,7.836,41,3.525,-0.266,0.00311,1.111
"1558",1378.28250159509,0.012,0.095,7.587,8.273,7.389,76.8,3.329,0.902,0.00021,1.772
"1559",766.070514684543,0.053,0.159,4.754,9.359,7.787,58.3,3.299,-2.649,0.00459,1.661
"1560",558.95365588367,0.059,0.128,0.249,3.811,3.109,61.4,3.073,-0.991,0.00663,1.147
"1561",660.706191556528,0.073,0.029,6.698,0.033,5.229,74.9,1.99,0.927,0.00641,2.832
"1562",740.60019897297,0.073,0.026,5.754,9.644,5.774,95.5,2.234,2.46,0.00359,2.141
"1563",1189.69078967348,0.146,0.144,0.266,5.275,4.107,79.1,3.94,-2.085,0.00761,2.457
"1564",501.984526403248,0.056,0.135,3.773,4.369,3.265,69.5,2.136,1.424,0.00295,2.851
"1565",1159.5922454726,0.098,0.124,9.403,7.27,5.794,65.9,1.604,-2.162,0.00449,1.33
"1566",1389.51741647907,0.123,0.178,9.376,3.014,9.319,87.1,2.915,1.719,0.00863,2.873
"1567",990.567710017785,0.035,0.09,4.485,4.591,8.634,6.1,0.792,-1.178,0.00146,2.069
"1568",1189.88525494933,0.072,0.156,8.451,7.903,2.691,82.7,1.286,-1.358,0.00836,2.311
"1569",1318.08884372003,0.045,0.075,1.829,7.181,3.747,93.4,0.296,-2.738,0.00683,1.857
"1570",714.259025640786,0.027,0.125,2.622,3.482,5.52,20.4,1.104,-2.775,0.00716,1.667
"1571",745.676394086331,0.134,0.033,8.765,6.291,3.691,21.1,0.566,-1.425,0.00822,2.317
"1572",1019.70987208188,0.193,0.139,2.569,2.925,0.988,83,0.093,1.292,0.00741,2.13
"1573",681.506674503908,0.096,0.07,7.79,2.413,6.616,87.9,1.32,-0.472,0.00707,2.543
"1574",1259.22685302794,0.096,0.048,3.332,8.714,6.81,82.8,2.333,0.207,0.00349,2.112
"1575",1440.24149654433,0.013,0.011,9.281,4.941,7.507,44.6,0.766,-2.104,0.00349,1.357
"1576",909.774013329297,0.151,0.185,5.625,1.215,8.761,59.1,0.278,0.883,0.00464,1.915
"1577",1139.90828907117,0.081,0.058,1.351,5.001,3.788,67.6,3.389,-1.375,0.00289,1.081
"1578",910.058585228398,0.06,0.095,0.498,6.507,5.091,70.3,3.665,0.907,0.00572,2.276
"1579",1488.15220128745,0.069,0.018,8.102,0.043,7.538,26.5,0.94,-2.205,0.00557,2.118
"1580",711.276593618095,0.056,0.029,2.532,3.069,5.224,97.8,3.908,-0.71,0.00632,1.289
"1581",1094.17648008093,0.017,0.117,7.264,8.561,1.708,54.5,3.385,-1.647,0.00197,1.247
"1582",900.1567394007,0.019,0.081,9.686,3.264,0.927,86.7,2.148,0.088,0.00763,1.86
"1583",779.157549608499,0.035,0.198,7.765,5.096,2.272,66.8,3.787,-0.848,0.00704,1.139
"1584",1279.83316266909,0.176,0.045,9.813,5.005,1.091,18,2.499,0.102,0.00107,1.562
"1585",681.64819967933,0.023,0.035,6.093,6.886,8.234,90,2.456,1.989,0.00501,2.6
"1586",592.88956830278,0.064,0.044,8.219,5.782,3.063,32.7,2.248,-2.323,0.00569,2.952
"1587",924.089898588136,0.125,0.136,6.243,5.547,8.576,59.8,0.723,2.666,0.00346,2.778
"1588",1119.95500768535,0.042,0.12,7.748,1.97,9.762,55.9,2.302,-2.016,0.00032,2.148
"1589",1096.01737675257,0.135,0.178,0.584,3.88,7.571,77.6,1.543,1.021,0.00565,1.533
"1590",1394.6093863342,0.07,0.101,0.114,5.666,2.334,99.2,2.776,-0.313,0.00993,2.044
"1591",847.647455753759,0.051,0.046,2.411,5.837,3.508,30.4,0.48,-2.185,0.0061,1.934
"1592",794.255918590352,0.094,0.158,2.479,6.145,7.661,12.2,2.596,-2.672,0.00354,1.151
"1593",552.051499253139,0.094,0.078,9.201,8.69,8.687,94.2,0.102,-2.874,0.00333,1.25
"1594",665.021960623562,0.195,0.081,1.01,8.619,6.642,71.5,0.799,0.972,0.00174,1.167
"1595",1391.57167449594,0.082,0.125,6.346,7.949,4.128,52.9,2.514,0.035,0.00237,1.637
"1596",1490.24944915436,0.061,0.142,9.747,8.531,3.192,88.7,3.438,1.089,0.00307,2.587
"1597",1079.32836865075,0.136,0.177,1.377,5.826,4.05,97.5,2.535,-0.355,0.00968,2.446
"1598",1224.21327838674,0.127,0.126,1.265,3.942,4.302,88.7,1.239,2.897,0.00112,2.351
"1599",1246.27759912983,0.107,0.04,6.561,7.843,5.004,97.1,0.359,-0.204,0.0055,2.592
"1600",515.807903371751,0.035,0.016,1.582,5.387,4.297,93.2,2.39,-2.681,0.00266,2.483
"1601",716.517820721492,0.035,0.117,4.663,1.822,2.492,20.3,2.485,-2.458,0.00173,1.424
"1602",1356.45520733669,0.033,0.154,9.832,9.158,9.082,1.3,1.308,-2.673,0.00642,2.962
"1603",1363.27109253034,0.152,0.062,4.901,7.393,4.661,14.4,1.072,1.483,0.00835,1.136
"1604",963.307468453422,0.187,0.117,5.91,1.1,8.509,50,0.333,-0.29,0.00551,2.721
"1605",747.721185674891,0.069,0.149,0.848,0.392,7.096,40.4,2.767,-1.273,0.00588,1.113
"1606",1413.60876662657,0.099,0.116,2.88,3.063,5.637,92.8,2.349,2.77,0.00384,2.3
"1607",629.279524320737,0.045,0.109,4.954,2.035,1.11,37.5,1.437,1.3,0.00865,2.82
"1608",791.368197184056,0.068,0.119,3.797,4.039,3.61,53.6,1.304,2.826,0.00219,2.252
"1609",748.798313783482,0.142,0.154,3.276,6,9.634,61.6,3.016,-1.421,0.00557,2.231
"1610",1069.7746402584,0.067,0.026,2.045,3.774,7.915,73.6,3.675,-0.567,0.00798,1.792
"1611",1491.03734269738,0.142,0.118,0.298,1.934,9.505,0.6,1.779,-2.477,0.00744,1.97
"1612",694.455141667277,0.177,0.162,1.649,4.301,2.427,5.9,0.637,1.906,0.00334,1.812
"1613",741.562127601355,0.106,0.184,7.111,2.907,1.505,44.6,3.194,0.808,0.00375,1.186
"1614",1046.02336930111,0.099,0.109,5.604,4.935,9.526,59.2,3.399,1.803,0.00104,1.536
"1615",804.898041067645,0.073,0.161,6.39,6.765,3.566,16.2,1.001,-2.49,0.00521,1.583
"1616",1042.46055660769,0.196,0.037,3.531,9.488,5.486,53.1,2.495,1.576,0.00179,2.049
"1617",1113.21573914029,0.193,0.072,2.583,1.4,9.152,32.5,1.814,-2.288,0.0075,2.327
"1618",841.276300372556,0.189,0.186,9.819,6.246,2.804,80.2,0.898,1.446,0.00177,1.216
"1619",679.435508558527,0.122,0.081,5.64,6.476,5.358,78.2,0.039,-2.005,0.00152,2.95
"1620",1229.05756509863,0.156,0.089,4.477,2.793,4.437,95.2,1.23,-1.487,0.00198,1.283
"1621",652.501648524776,0.068,0.091,9.126,2.79,5.255,92.9,2.788,-2.1,0.0078,1.344
"1622",963.016521884128,0.191,0.124,5.601,1.913,7.08,0.9,2.379,-1.635,0.00597,1.447
"1623",1491.26749183051,0.014,0.175,4.976,2.506,5.857,32.9,0.036,0.605,0.00319,2.026
"1624",528.024466708302,0.167,0.115,0.336,0.888,7.03,96.4,0.999,0.7,0.0054,2.904
"1625",1485.24552537128,0.133,0.029,9.497,5.048,1.303,46.4,2.76,-0.877,0.00624,2.785
"1626",685.849146917462,0.154,0.038,3.155,3.65,2.77,70.9,1.974,0.344,0.002,2.522
"1627",544.573459075764,0.075,0.038,0.417,6.653,4.314,0.4,3.969,2.44,0.00476,2.909
"1628",1498.10471758246,0.109,0.093,4.53,1.269,4.696,82.9,1.799,1.771,0.002,2.293
"1629",698.163917753845,0.084,0.192,8.663,3.699,9.549,1.3,0.483,0.666,0.00637,1.598
"1630",701.712593669072,0.043,0.142,3.912,5.029,0.587,67.9,3.798,1.285,0.00658,2.449
"1631",1327.56504975259,0.026,0.108,4.788,7.546,2.752,23,1.59,-0.241,0.00436,2.105
"1632",1125.53332699463,0.156,0.113,9.272,4.607,0.642,59.7,2.243,-2.936,0.00621,2.727
"1633",1427.73054912686,0.147,0.029,7.213,5.487,4.854,2.9,2.865,0.42,0.00445,2.514
"1634",851.537161972374,0.124,0.178,9.95,2.311,6.94,17,3.851,0.77,0.00212,1.176
"1635",1214.87792488188,0.092,0.026,0.131,6.87,8.959,26.8,0.015,-2.306,0.00622,2.754
"1636",745.117396814749,0.181,0.091,5.602,8.39,8.575,9.8,2.028,2.595,0.00661,1.969
"1637",504.915766883641,0.035,0.175,5.227,2.497,3.83,78.1,2.052,-0.962,0.00938,1.673
"1638",701.370026450604,0.173,0.15,0.945,1.159,6.461,47.1,3.287,-0.831,0.0071,1.78
"1639",1126.40538043343,0.111,0.182,4.18,8.621,6.115,41.8,2.556,2.153,0.00431,2.155
"1640",564.917890820652,0.155,0.049,2.402,1.97,3.292,91.1,0.255,1.977,0.0069,2.97
"1641",906.372718280181,0.096,0.118,9.652,8.262,8.938,59.1,1.672,-1.561,0.00151,1.181
"1642",1101.53907374479,0.125,0.183,5.397,2.716,8.682,35.6,3.4,-2.547,0.00656,1.843
"1643",844.421975780278,0.182,0.143,7.622,8.171,3.974,87.4,3.519,1.039,0.00503,1.986
"1644",1493.36941144429,0.057,0.114,8.282,5.31,4.951,69.4,3.637,1.905,0.00954,2.635
"1645",1036.33321239613,0.041,0.137,2.015,8.834,0.616,40.5,3.501,-1.617,0.00639,1.249
"1646",1100.0756167341,0.045,0.129,1.15,2.511,2.228,78,1.876,2.883,0.00104,1.004
"1647",1154.83876620419,0.076,0.094,6.69,3.536,4.466,1.5,0.875,-2.742,0.00603,2.208
"1648",1098.73579069972,0.167,0.108,0.526,9.537,5.731,29.1,0.827,2.13,0.0082,2.868
"1649",1465.94683383591,0.038,0.066,8.112,5.515,4.33,3.8,1.64,-0.486,0.00794,1.472
"1650",558.308707084507,0.131,0.069,1.068,3.689,6.615,73.8,1.793,-0.735,0.00297,2.413
"1651",818.116700742394,0.156,0.111,7.957,7.498,5.51,25.4,3.361,-0.839,0.00319,2.91
"1652",963.729145471007,0.012,0.019,0.938,4.25,2.293,59,0.078,-1.378,0.00891,1.358
"1653",1191.8922830373,0.169,0.05,3.987,1.09,4.381,45.7,2.318,2.739,0.00935,1.16
"1654",1425.71271932684,0.09,0.047,5.869,5.572,4.555,51.6,2.166,1.498,0.00108,2.288
"1655",1295.41240585968,0.014,0.198,1.33,6.134,2.812,7.6,3.556,-2.616,0.00109,2.571
"1656",1312.46279436164,0.183,0.024,2.8,6.267,8.827,71.9,1.312,-2.667,0.00226,1.54
"1657",1293.71652938426,0.163,0.128,3.452,6.331,1.837,4.1,3.922,1.968,0.00887,2.018
"1658",1251.69076118618,0.046,0.102,6.252,9.121,2.106,20.1,1.466,-0.648,0.00956,1.507
"1659",1204.76796617731,0.181,0.185,8.703,4.852,1.009,19.9,0.042,2.826,0.00641,2.491
"1660",575.665607815608,0.124,0.046,5.252,1.345,6.201,15.9,1.054,2.797,0.00789,2.606
"1661",1423.4465258196,0.029,0.197,8.248,9.764,1.567,10.6,2.938,1.56,0.00792,2.217
"1662",1390.23995725438,0.029,0.077,3.098,2.591,8.266,53.3,3.873,1.334,0.00628,1.135
"1663",811.72778760083,0.049,0.087,0.13,3.046,9.673,50,2.716,-0.83,0.00767,2.346
"1664",825.671189464629,0.046,0.137,9.787,7.546,6.761,60,0.944,-2.978,0.00647,2.649
"1665",517.092157853767,0.077,0.103,2.699,8.911,3.406,34.7,1.427,1.361,0.00777,2.928
"1666",1475.67034233361,0.075,0.088,8.473,2.861,2.797,93.4,3.428,1.054,0.00621,2.304
"1667",1440.36894454621,0.088,0.038,5.048,0.111,2.685,20.6,0.102,0.775,0.00878,1.121
"1668",1498.43748216517,0.109,0.017,0.353,5.415,3.496,86.4,3.576,-2.653,0.0066,2.824
"1669",902.553123189136,0.116,0.014,8.058,0.284,3.177,15.4,1.943,-1.254,0.00367,2.843
"1670",1167.2434960492,0.042,0.167,3.771,5.103,8.187,47.1,0.158,2.768,0.00789,2.738
"1671",516.185205895454,0.059,0.13,2.05,2.87,0.23,90.1,3.594,2.503,0.00294,2.197
"1672",510.845775948837,0.181,0.07,6.536,0.212,7.152,69.7,0.821,0.458,0.00467,1.526
"1673",1428.90575225465,0.147,0.106,0.176,8.057,2.309,81.9,0.144,-0.735,0.00903,2.705
"1674",1018.45984417014,0.047,0.137,7.901,6.169,9.395,75.5,1.298,0.607,0.00648,2.104
"1675",1454.07581748441,0.168,0.063,0.239,3.474,2.123,13.7,2.562,-0.115,0.00601,2.82
"1676",997.999901184812,0.16,0.125,8.864,8.873,8.257,96.4,0.977,2.762,0.00566,2.83
"1677",663.36852661334,0.07,0.18,4.121,2.557,6.084,50.7,1.805,-0.96,0.00144,2.276
"1678",781.004031887278,0.142,0.097,5.794,9.21,8.854,31,2.565,-0.556,0.00569,2.157
"1679",1299.33538311161,0.183,0.034,0.894,1.507,6.704,44,2.188,2.284,0.0091,1.697
"1680",1019.74818180315,0.156,0.012,4.954,3.745,9.296,75.9,2.943,1.904,0.00668,1.724
"1681",668.068296741694,0.073,0.094,3.217,3.731,3.119,68.3,3.557,2.556,0.00699,2.736
"1682",994.869439629838,0.042,0.119,8.623,1.527,5.546,41.7,3.763,2.081,0.00361,1.46
"1683",930.017000762746,0.174,0.17,1.909,3.598,6.494,72,1.411,-2.883,0.00372,1.746
"1684",1063.12847021036,0.017,0.164,4.872,7.712,8.807,30.5,2.724,1.506,0.0056,2.798
"1685",864.740113727748,0.113,0.19,7.929,7.153,2.245,76,3.692,0.14,0.00074,2.697
"1686",779.602749738842,0.142,0.154,2.73,2.064,7.429,68.5,0.11,-0.068,0.00217,1.441
"1687",1437.87014996633,0.196,0.111,1.645,0.62,4.145,86.7,2.839,-2.775,0.00426,1.505
"1688",1087.32034568675,0.046,0.118,4.046,5.5,3.224,66.6,3.687,1.902,0.00649,1.339
"1689",576.629307121038,0.033,0.186,8.047,2.25,5.271,88.6,1.461,-0.543,0.00244,1.74
"1690",1343.26349874027,0.166,0.028,5.608,8.267,0.112,78.5,0.482,-1.243,0.00883,1.636
"1691",1410.98663257435,0.069,0.183,0.119,3.373,2.599,67.7,0.353,-1.112,0.00201,2.009
"1692",1105.52009986714,0.06,0.099,7.566,3.682,2.73,6.9,2.318,-0.722,0.00548,2.554
"1693",1054.23146905378,0.116,0.178,6.78,4.096,6.451,31.4,3.917,-0.696,0.00274,1.693
"1694",774.59645550698,0.1,0.145,3.128,7.446,2.007,40.7,2.843,1.909,0.00127,2.315
"1695",562.731269281358,0.011,0.063,1.414,2.336,9.821,81.8,0.158,-0.247,0.00673,2.526
"1696",1382.00330617838,0.041,0.092,0.851,9.004,6.694,96.5,3.68,1.123,0.00037,2.874
"1697",922.600904479623,0.019,0.199,0.156,7.324,9.872,2,2.166,1.071,0.00143,1.27
"1698",575.930723454803,0.077,0.132,3.826,7.568,8.568,30.5,0.654,-0.678,0.00834,2.423
"1699",903.435153421015,0.033,0.192,6.643,9.097,6.605,14.6,1.197,-1.313,0.0078,1.849
"1700",646.777547430247,0.165,0.119,0.27,9.738,8.089,98.6,0.601,0.616,0.00727,1.501
"1701",1156.50911256671,0.058,0.033,7.682,4.726,2.557,67.9,2.021,-0.95,0.00652,1.508
"1702",1490.15804682858,0.053,0.037,2.972,2.235,9.412,58.8,1.138,1.362,0.00321,1.025
"1703",886.949919397011,0.094,0.026,3.429,2.113,4.169,67,0.019,-0.519,0.007,1.088
"1704",860.436125192791,0.023,0.044,4.757,2.522,7.587,38,1.749,-0.437,0.00514,1.713
"1705",870.032076025382,0.149,0.053,4.424,1.943,2.256,10.6,1.201,-0.231,0.00838,2.673
"1706",1074.1255520843,0.027,0.042,7.477,3.153,1.885,41.9,1.116,1.922,0.00824,1.018
"1707",700.063246069476,0.114,0.021,9.209,1.518,8.684,12.9,2.245,-0.844,0.00496,2.111
"1708",1226.20778973214,0.032,0.023,9.206,8.125,5.29,6,0.431,2.722,0.00538,2.668
"1709",837.736200308427,0.168,0.161,5.378,9.885,5.592,42.1,0.717,-1.412,0.00974,1.53
"1710",1314.75528189912,0.101,0.104,6.76,5.63,7.384,29.7,3.415,2.082,0.00014,2.39
"1711",798.302664654329,0.027,0.15,1.055,1.934,8.814,43.5,0.788,1.809,0.00054,1.006
"1712",759.309031302109,0.167,0.145,4.02,3.398,9.881,54.1,2.109,-1.925,0.00779,1.003
"1713",1428.7494502496,0.063,0.04,4.266,3.817,1.961,46.4,2.237,-1.517,0.00831,1.063
"1714",1310.95385598019,0.173,0.113,5.637,4.201,9.935,38.8,1.354,0.495,0.00754,2.075
"1715",711.322089424357,0.163,0.172,7.099,7.017,2.823,40.8,0.486,-1.208,0.00119,1.04
"1716",1402.20214682631,0.197,0.154,6.86,4.489,6.677,27.6,3.694,1.823,0.00033,1.534
"1717",1379.07470343634,0.077,0.147,9.834,9.067,5.246,3.4,3.392,1.92,0.00945,2.685
"1718",1043.94918051548,0.142,0.021,7.563,2.742,7.403,3.6,0.352,0.792,0.00362,2.31
"1719",829.498348524794,0.174,0.077,1.497,9.617,4.353,13,1.357,-2.346,0.00624,1.015
"1720",1364.15134184062,0.102,0.045,9.485,9.055,0.472,86.7,0.374,2.67,0.00392,1.446
"1721",1470.10745084845,0.109,0.184,1.599,7.031,4.306,41.1,1.932,-1.879,0.00751,2.865
"1722",773.757362971082,0.156,0.185,0.594,8.718,3.539,88.1,2.217,1.524,0.00805,1.444
"1723",1201.67862600647,0.044,0.096,4.911,8.753,6.89,90.1,3.056,1.671,0.00308,1.011
"1724",776.545005850494,0.145,0.086,5.67,0.509,6.779,11.7,2.112,-0.934,0.00953,2.774
"1725",715.453035430983,0.134,0.087,5.916,1.331,4.35,95.3,3.486,1.964,0.00745,1.003
"1726",1376.79424532689,0.076,0.08,6.54,3.404,9.431,31.4,1.726,-0.346,0.00638,2.155
"1727",981.270463438705,0.154,0.114,3.728,5.266,3.474,23.2,3.247,-0.068,0.0053,2.954
"1728",892.500650370494,0.067,0.195,1.45,9.658,6.027,45.2,0.626,-1.559,0.00361,1.192
"1729",1330.54265123792,0.107,0.098,7.736,0.221,6.839,25.8,1.388,-1.966,0.00376,1.508
"1730",1065.30028465204,0.178,0.166,5.778,7.145,9.445,45.5,2.755,1.938,0.00789,1.39
"1731",1121.74112722278,0.122,0.18,2.718,1.059,8.222,81.2,3.752,-2.264,0.00346,1.171
"1732",500.086235115305,0.028,0.191,2.796,0.033,2.21,3.2,2.821,0.099,0.00256,1.128
"1733",641.771559603512,0.182,0.046,0.107,4.304,9.898,7.5,3.36,0.494,0.0075,2.549
"1734",894.02641239576,0.039,0.09,8.525,8.979,3.789,33.6,0.261,0.71,0.00252,1.052
"1735",809.129156172276,0.168,0.089,1.229,1.251,4.263,48.4,3.812,1.972,0.00454,1.062
"1736",1181.53657508083,0.143,0.111,6.052,1.399,6.424,68.8,2.685,1.012,0.00219,2.447
"1737",901.020414195955,0.192,0.025,8.814,9.088,3.236,8.7,3.394,-1.112,0.00167,1.834
"1738",1445.1773755718,0.182,0.055,7.97,1.839,6.743,7.5,3.735,-2.284,0.00893,2.123
"1739",515.45998826623,0.192,0.091,6.581,2.574,1.039,95.2,2.669,2.686,0.00052,2.254
"1740",1428.10033098795,0.036,0.163,5.764,6.853,4.065,36.6,3.584,0.834,0.0078,1.137
"1741",704.132395563647,0.191,0.037,1.254,7.578,4.483,9.9,3.11,-0.597,0.0022,1.816
"1742",1140.95785212703,0.098,0.185,0.157,9.143,3.459,61.2,1.462,-1.115,0.00685,2.115
"1743",526.140002766624,0.155,0.053,8.829,7.015,7.914,18.5,0.029,-2.049,0.00369,2.135
"1744",1294.79374573566,0.06,0.198,1.828,4.647,9.451,33.8,2.936,0.939,0.00849,2.102
"1745",1406.7335545551,0.146,0.096,8.642,7.12,9.521,43.5,0.529,-1.086,0.00357,1.12
"1746",878.214729018509,0.139,0.087,9.669,3.37,6.54,98,2.134,-1.586,0.00241,2.368
"1747",1354.67720101587,0.199,0.106,5.169,9.352,5.725,15.5,1.768,2.169,0.00451,1.736
"1748",1018.39117356576,0.13,0.056,2.052,9.156,7.861,7.1,3.54,1.656,0.00648,1.42
"1749",1320.56850241497,0.083,0.043,3.995,6.618,8.94,59.6,2.401,0.288,0.00192,1.848
"1750",1004.4751316309,0.175,0.122,6.492,3.249,8.649,25.4,2.049,1.229,0.00601,1.849
"1751",560.952067608014,0.155,0.127,7.274,6.208,0.488,54.1,1.627,0.482,0.00664,2.509
"1752",1068.34349920973,0.121,0.192,7.051,4.787,0.614,58.5,3.064,0.564,0.00517,1.167
"1753",570.692104985937,0.12,0.133,7.278,3.524,1.796,70,1.009,-2.691,0.0048,2.349
"1754",1412.38683252595,0.141,0.042,2.965,0.269,1.86,86.9,2.434,1.256,0.00482,1.593
"1755",1132.4095739983,0.015,0.199,0.536,6.024,5.813,29.4,1.924,0.519,0.0096,2.435
